set_num,set_name,year,theme_id,num_parts,total_part_count,unique_part_count,minifig_count,spare_part_ratio,h_cat,h_col,n_distinct_colors,n_distinct_categories,prop_technic,prop_printed,prop_transparent,rare_part_ratio,minifig_to_part_ratio,has_minifigs,year_window,window_index
45001-1,Playground Set with Storage,2013,516,108,108.0,52.0,0.0,0.0,0.4224766051364788,2.1697001069129387,14.0,4.0,0.009259259259259259,0.1111111111111111,0.009259259259259259,0.28703703703703703,0.0,0.0,2013,30
45002-1,Tech Machines Set with Storage,2013,516,99,99.0,36.0,0.0,0.0,0.3952777171446067,2.184606252478998,16.0,3.0,0.0,0.010101010101010102,0.030303030303030304,0.696969696969697,0.0,0.0,2013,30
45003-1,Soft Starter Set,2013,526,84,84.0,4.0,0.0,0.0,0.410116318288409,1.3378230329090723,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,30
45004-1,Cafe+ Set with Storage,2014,516,127,127.0,22.0,0.0,0.0,0.08099408233333509,2.7390350823033027,18.0,2.0,0.0,0.14173228346456693,0.007874015748031496,0.23622047244094488,0.0,0.0,2014,31
45005-1,StoryTales Set with Storage,2014,516,111,111.0,45.0,0.0,0.0,0.4797026909666155,2.791170263875459,23.0,4.0,0.0,0.0990990990990991,0.02702702702702703,0.24324324324324326,0.0,0.0,2014,31
45006-1,Multi Vehicles,2014,516,32,32.0,23.0,0.0,0.0,0.37677016125643675,2.149386591900812,11.0,2.0,0.0,0.28125,0.0,0.59375,0.0,0.0,2014,31
45007-1,Large Farm,2014,516,156,156.0,59.0,0.0,0.0,0.187504943659551,2.51006525373369,20.0,3.0,0.0,0.11538461538461539,0.00641025641025641,0.41025641025641024,0.0,0.0,2014,31
4500744-1,Ludo,2006,301,358,290.0,20.0,16.0,0.0,1.1094030593477349,1.6248601140537535,8.0,9.0,0.0,0.0034482758620689655,0.0,0.0,0.05517241379310345,1.0,2006,23
45008-1,Math Train,2015,516,167,167.0,53.0,0.0,0.0,0.13453395690887057,2.534010277298097,15.0,2.0,0.0,0.07784431137724551,0.0,0.19760479041916168,0.0,0.0,2015,32
45009-1,Animal Bingo,2015,516,57,57.0,32.0,0.0,0.0,0.4055999179949117,2.5972453207181156,15.0,2.0,0.0,0.14035087719298245,0.0,0.3157894736842105,0.0,0.0,2015,32
450-1,Fork Lift,1973,416,42,42.0,19.0,0.0,0.0,1.6513025390469511,1.4328258084686258,6.0,7.0,0.0,0.047619047619047616,0.09523809523809523,0.023809523809523808,0.0,0.0,1967-1973,1
45010-1,Community People Set,2015,516,21,21.0,21.0,0.0,0.0,0.19144408195771734,2.0408990571162233,10.0,2.0,0.0,0.23809523809523808,0.0,1.0,0.0,0.0,2015,32
4501-1,"Mos Eisley Cantina, Blue box",2004,158,197,176.0,74.0,5.0,0.011235955056179775,2.7404353496997316,2.331285620168799,15.0,24.0,0.028409090909090908,0.005681818181818182,0.03977272727272727,0.09090909090909091,0.028409090909090908,1.0,2004,21
45012-1,Wild Animals Set,2015,516,104,104.0,32.0,0.0,0.0,-0.0,2.6198602260588095,18.0,1.0,0.0,0.08653846153846154,0.019230769230769232,0.23076923076923078,0.0,0.0,2015,32
45013-1,Café+,2014,516,125,125.0,20.0,0.0,0.0,-0.0,2.70747402570833,17.0,1.0,0.0,0.144,0.0,0.232,0.0,0.0,2014,31
45014-1,StoryTales,2014,516,109,109.0,43.0,0.0,0.0,0.39662715482313554,2.767612805884385,22.0,3.0,0.0,0.10091743119266056,0.01834862385321101,0.23853211009174313,0.0,0.0,2014,31
45015-1,Tech Machines,2013,516,97,97.0,34.0,0.0,0.0,0.33114924569257187,2.1341820747609166,15.0,3.0,0.0,0.010309278350515464,0.020618556701030927,0.7010309278350515,0.0,0.0,2013,30
45016-1,Tubes Experiment Set,2013,516,151,151.0,27.0,0.0,0.0,0.3647804392082697,2.141965104428004,12.0,4.0,0.026490066225165563,0.052980132450331126,0.0,0.2052980132450331,0.0,0.0,2013,30
45017-1,Playground Set,2013,516,106,106.0,50.0,0.0,0.0,0.36264837626946,2.132039097010493,13.0,4.0,0.009433962264150943,0.11320754716981132,0.0,0.2830188679245283,0.0,0.0,2013,30
45018-1,"Build Me ""Emotions""",2016,516,188,188.0,20.0,0.0,0.0,-0.0,2.2992337080425984,11.0,1.0,0.0,0.0425531914893617,0.0,0.05319148936170213,0.0,0.0,2016,33
45019-1,Creative LEGO DUPLO Brick Set,2016,516,160,160.0,13.0,0.0,0.0,-0.0,1.7753427105987127,6.0,1.0,0.0,0.05,0.0,0.05,0.0,0.0,2016,33
45020-1,Creative LEGO Brick Set,2016,507,1000,1000.0,15.0,0.0,0.0,0.48444023523638524,2.2127483522043807,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,33
4502-1,X-wing Fighter,2003,158,564,552.0,126.0,3.0,0.010752688172043012,2.80484595294616,2.2306685696914443,16.0,30.0,0.15579710144927536,0.016304347826086956,0.030797101449275364,0.016304347826086956,0.005434782608695652,1.0,2003,20
45021-1,Our Town,2017,516,280,280.0,83.0,0.0,0.0,0.10354796757746547,2.72488042602758,24.0,2.0,0.0,0.060714285714285714,0.02857142857142857,0.18214285714285713,0.0,0.0,2017,34
45022-1,Community Minifigure Set,2016,507,277,194.0,104.0,21.0,0.0,2.7135054634749753,2.6925392858684045,25.0,22.0,0.0,0.061855670103092786,0.0,0.12371134020618557,0.10824742268041238,1.0,2016,33
45023-1,Fantasy Minifigure Set,2016,507,221,123.0,67.0,21.0,0.0,2.6400160828972528,2.8197628483459645,24.0,19.0,0.016260162601626018,0.032520325203252036,0.0,0.06504065040650407,0.17073170731707318,1.0,2016,33
45024-1,STEAM Park,2017,516,303,303.0,106.0,0.0,0.0,0.25814277437755995,2.7222377183432966,24.0,4.0,0.006600660066006601,0.132013201320132,0.009900990099009901,0.36303630363036304,0.0,0.0,2017,34
45025-1,Coding Express,2018,516,235,235.0,81.0,0.0,0.0,0.11884978806207724,2.5425503376621155,23.0,2.0,0.0,0.09787234042553192,0.01702127659574468,0.33191489361702126,0.0,0.0,2018,35
45026-1,Tubes,2020,516,150,150.0,35.0,0.0,0.0,0.167944147734173,2.1850352896452874,12.0,2.0,0.04,0.07333333333333333,0.0,0.2866666666666667,0.0,0.0,2020,37
45027-1,Letters,2020,516,130,130.0,31.0,0.0,0.0,-0.0,2.511862199037115,13.0,1.0,0.0,0.8153846153846154,0.0,0.8461538461538461,0.0,0.0,2020,37
45028-1,My XL World,2020,516,492,492.0,68.0,0.0,0.0,0.20191474878166948,2.6400744708082553,21.0,3.0,0.0,0.032520325203252036,0.02032520325203252,0.08943089430894309,0.0,0.0,2020,37
45029-1,Animals,2020,516,91,91.0,54.0,0.0,0.0,-0.0,2.7200617972061063,20.0,1.0,0.0,0.26373626373626374,0.04395604395604396,0.5384615384615384,0.0,0.0,2020,37
45030-1,People,2020,516,53,53.0,53.0,0.0,0.0,1.0172311055008865,2.6777282159643363,19.0,3.0,0.0,0.37735849056603776,0.0,0.8301886792452831,0.0,0.0,2020,37
4504-1,Millennium Falcon (Blue Box Version),2004,158,997,979.0,158.0,5.0,0.00508130081300813,2.7553537184397916,1.7960288425466262,15.0,35.0,0.06639427987742594,0.014300306435137897,0.014300306435137897,0.024514811031664963,0.005107252298263534,1.0,2004,21
4505-1,Sea Machines,2004,204,168,168.0,48.0,0.0,0.045454545454545456,2.2295547634079522,1.552044403375743,8.0,14.0,0.0,0.0,0.02976190476190476,0.0,0.0,0.0,2004,21
4506-1,Deep Sea Predators,2004,204,354,354.0,83.0,0.0,0.0,2.5108369894849676,2.110091634770692,13.0,18.0,0.07344632768361582,0.0,0.01977401129943503,0.0,0.0,0.0,2004,21
4507-1,Prehistoric Creatures,2004,204,726,726.0,94.0,0.0,0.0,2.271521691247972,1.9309575827296948,13.0,17.0,0.07988980716253444,0.0,0.011019283746556474,0.0,0.0,0.0,2004,21
4508-1,Titan XP,2004,204,784,784.0,129.0,0.0,0.0063371356147021544,2.594264560860703,1.653195275022805,8.0,25.0,0.10076530612244898,0.0,0.01020408163265306,0.0,0.0,0.0,2004,21
45100-1,StoryStarter Core Set,2013,507,1147,1147.0,94.0,0.0,0.013757523645743766,2.414504741851618,3.007927644251983,34.0,31.0,0.0034873583260680036,0.022667829119442023,0.07061900610287707,0.0052310374891020054,0.0,0.0,2013,30
45101-1,StoryStarter Expansion Pack: Fairy Tale,2015,507,186,186.0,35.0,0.0,0.0,2.823378863027241,2.602125109469599,17.0,19.0,0.0,0.16666666666666666,0.13440860215053763,0.16666666666666666,0.0,0.0,2015,32
45102-1,StoryStarter Expansion Pack: Space,2015,507,186,186.0,30.0,0.0,0.0,2.6302567301021025,2.0112822427381114,12.0,17.0,0.0,0.1935483870967742,0.26881720430107525,0.13978494623655913,0.0,0.0,2015,32
45103-1,StoryStarter Expansion Pack: Community,2015,507,201,201.0,40.0,0.0,0.0,2.7011368723228184,2.6287231494291943,18.0,18.0,0.0,0.27860696517412936,0.0,0.1791044776119403,0.0,0.0,2015,32
45110-1,BuildToExpress Core Set,2012,507,205,193.0,103.0,2.0,0.0,3.0895053223211177,2.753300373115152,25.0,37.0,0.08290155440414508,0.05699481865284974,0.12435233160621761,0.02072538860103627,0.010362694300518135,1.0,2012,29
4511-1,High Speed Train,2003,105,336,324.0,85.0,3.0,0.006134969325153374,2.4164017701532687,1.9658658297398257,13.0,19.0,0.0,0.021604938271604937,0.12345679012345678,0.043209876543209874,0.009259259259259259,1.0,2003,20
45120-1,LearnToLearn Core set,2014,507,2018,2018.0,26.0,0.0,0.0,2.1634439857266026,2.245338358126509,15.0,16.0,0.09712586719524281,0.05550049554013875,0.027750247770069375,0.0,0.0,0.0,2014,31
4512-1,Cargo Train,2003,105,547,534.0,124.0,3.0,0.00927643784786642,2.824877564170075,1.7467187241290352,14.0,25.0,0.026217228464419477,0.018726591760299626,0.02247191011235955,0.07677902621722846,0.0056179775280898875,1.0,2003,20
4513-1,Grand Central Station,2003,105,351,330.0,108.0,5.0,0.017857142857142856,2.7742926094636955,2.0917741886952133,16.0,28.0,0.045454545454545456,0.04242424242424243,0.15151515151515152,0.030303030303030304,0.015151515151515152,1.0,2003,20
4514-1,Cargo Crane,2003,105,177,169.0,66.0,2.0,0.0058823529411764705,2.477071824671516,1.6465223431511276,9.0,22.0,0.047337278106508875,0.011834319526627219,0.0650887573964497,0.01775147928994083,0.011834319526627219,1.0,2003,20
4518-1,Creator Set,2004,22,805,805.0,109.0,0.0,0.0,1.7199827144148183,2.929974408977901,41.0,21.0,0.012422360248447204,0.008695652173913044,0.008695652173913044,0.0012422360248447205,0.0,0.0,2004,21
45200-1,Moon Mission Science Kit,2026,791,519,508.0,160.0,2.0,0.0,2.90035436186637,2.368819587984726,21.0,32.0,0.0688976377952756,0.013779527559055118,0.08661417322834646,0.013779527559055118,0.003937007874015748,1.0,2026,43
45201-1,Antarctic Animals Science Kit,2026,791,461,452.0,146.0,2.0,0.0,2.7785456054126607,2.2418410144086516,19.0,30.0,0.08628318584070796,0.017699115044247787,0.07964601769911504,0.01327433628318584,0.004424778761061947,1.0,2026,43
45202-1,Mars Mission Science Kit,2026,791,933,913.0,224.0,4.0,0.0,2.9506564649376923,2.1368540354836245,21.0,39.0,0.10624315443592552,0.025191675794085433,0.07667031763417305,0.03066812705366922,0.004381161007667032,1.0,2026,43
45203-1,Arctic Animals Science Kit,2026,791,1134,1116.0,248.0,4.0,0.0,2.694872518260395,2.2732091417944646,23.0,33.0,0.024193548387096774,0.01881720430107527,0.05555555555555555,0.005376344086021506,0.0035842293906810036,1.0,2026,43
452-1,Mobile Ground Tracking Station,1979,130,79,74.0,39.0,1.0,0.0,2.2624264475468436,0.7649789749474082,6.0,14.0,0.013513513513513514,0.04054054054054054,0.0945945945945946,0.02702702702702703,0.013513513513513514,1.0,1977-1979,3
45210-1,MoreToMath 1-2 Core Set,2015,507,520,512.0,21.0,2.0,0.0,1.0147440137225407,2.358332859936952,13.0,8.0,0.0,0.013671875,0.0,0.0,0.00390625,1.0,2015,32
4524-1,Creator Advent Calendar 2002,2002,214,240,240.0,52.0,0.0,0.13043478260869565,2.028659245345464,2.1803255062122737,15.0,17.0,0.008333333333333333,0.07083333333333333,0.07916666666666666,0.03333333333333333,0.0,0.0,2002,19
4525-1,Road and Rail Repair,1994,236,85,81.0,41.0,1.0,0.05813953488372093,2.4020936969779183,1.529166806571226,7.0,15.0,0.04938271604938271,0.012345679012345678,0.04938271604938271,0.08641975308641975,0.012345679012345678,1.0,1994,11
4526-1,Batman,2012,697,40,40.0,19.0,0.0,0.0,0.37677016125643675,1.318766523803403,6.0,2.0,0.125,0.025,0.0,0.15,0.0,0.0,2012,29
4527-1,The Joker,2012,697,57,57.0,32.0,0.0,0.08064516129032258,1.3402691606232542,2.11231921481099,12.0,10.0,0.17543859649122806,0.05263157894736842,0.07017543859649122,0.10526315789473684,0.0,0.0,2012,29
4527617-1,Castle Photo Frame,2008,501,68,56.0,28.0,2.0,0.0,2.3161777917504605,1.9533333679456502,11.0,15.0,0.0,0.017857142857142856,0.05357142857142857,0.03571428571428571,0.03571428571428571,1.0,2008,25
4528-1,Green Lantern,2012,695,38,38.0,21.0,0.0,0.05,0.4824214798066624,1.894439149208804,9.0,5.0,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.23684210526315788,0.0,0.0,2012,29
4529-1,Iron Man,2012,702,44,44.0,26.0,0.0,0.022222222222222223,0.7985384076062401,1.7565911649216266,7.0,6.0,0.11363636363636363,0.045454545454545456,0.11363636363636363,0.22727272727272727,0.0,0.0,2012,29
45300-1,WeDo 2.0 Core Set,2016,521,284,284.0,102.0,0.0,0.020689655172413793,3.107464557330495,2.432045811461828,19.0,30.0,0.3626760563380282,0.017605633802816902,0.08450704225352113,0.028169014084507043,0.0,0.0,2016,33
4530-1,The Hulk,2012,702,39,39.0,16.0,0.0,0.0,0.11924692639624491,1.4540965398048753,6.0,2.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,2012,29
4532-1,Manual Level Crossing,1996,236,136,132.0,49.0,1.0,0.014925373134328358,2.5158848936836353,1.6850202304095536,9.0,20.0,0.2878787878787879,0.030303030303030304,0.06818181818181818,0.022727272727272728,0.007575757575757576,1.0,1996,13
4533-1,Train Track Snow Remover,1999,236,58,54.0,36.0,1.0,0.05263157894736842,2.6766403906021443,1.272536839291148,7.0,18.0,0.16666666666666666,0.037037037037037035,0.037037037037037035,0.05555555555555555,0.018518518518518517,1.0,1999,16
4534-1,LEGO Express,2002,236,34,34.0,11.0,0.0,0.0,0.48453064782249816,0.7589115050546258,4.0,4.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,2002,19
45345-1,SPIKE Essential,2021,509,453,437.0,105.0,4.0,0.0,3.1228864502985885,2.5963008175446207,22.0,35.0,0.36155606407322655,0.02745995423340961,0.036613272311212815,0.038901601830663615,0.009153318077803204,1.0,2021,38
4535-1,LEGO Express Deluxe,2002,236,34,34.0,11.0,0.0,0.0,0.48453064782249816,0.7589115050546258,4.0,4.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,2002,19
4536-1,Blue Hopper Car,1991,236,166,166.0,39.0,0.0,0.011904761904761904,2.1476486179160004,1.4688164836304733,6.0,13.0,0.0,0.006024096385542169,0.0,0.012048192771084338,0.0,0.0,1990-1991,9
4537-1,Octan Twin Tank Rail Tanker,1993,236,174,170.0,55.0,1.0,0.017341040462427744,2.5840638600917605,1.4882433949042237,9.0,22.0,0.0,0.052941176470588235,0.029411764705882353,0.13529411764705881,0.0058823529411764705,1.0,1992-1993,10
4538-1,Special Edition,2004,22,201,201.0,50.0,0.0,0.0,1.9263528899598006,2.6096400697155957,20.0,14.0,0.0,0.014925373134328358,0.01990049751243781,0.004975124378109453,0.0,0.0,2004,21
4539-1,Manual Level Crossing,1991,236,115,111.0,38.0,1.0,0.034782608695652174,2.559178799306673,1.674414878269272,9.0,20.0,0.036036036036036036,0.04504504504504504,0.06306306306306306,0.0990990990990991,0.009009009009009009,1.0,1990-1991,9
45400-1,BricQ Motion Prime,2021,507,568,552.0,132.0,4.0,0.0,2.6524897617858505,2.3884252668134427,23.0,33.0,0.7880434782608695,0.02717391304347826,0.007246376811594203,0.04528985507246377,0.007246376811594203,1.0,2021,38
45401-1,BricQ Motion Essential,2021,507,523,523.0,153.0,0.0,0.0,3.1942298900847534,2.366370540898844,20.0,41.0,0.35372848948374763,0.055449330783938815,0.0019120458891013384,0.04206500956022945,0.0,0.0,2021,38
4540313-1,Creative Bucket,2009,505,76,76.0,13.0,0.0,0.0,0.07005428087549845,1.851178656140521,8.0,2.0,0.0,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.0,0.0,2009,26
4540315-1,Creative Bucket (TRU Exclusive),2009,35,480,480.0,47.0,0.0,0.0,1.1632615509272843,2.001278960130259,11.0,13.0,0.0,0.020833333333333332,0.004166666666666667,0.0,0.0,0.0,2009,26
4541-1,Rail and Road Service Truck,1999,236,126,118.0,55.0,2.0,0.024793388429752067,2.572157222042732,1.637894374091133,10.0,19.0,0.1016949152542373,0.01694915254237288,0.05084745762711865,0.05084745762711865,0.01694915254237288,1.0,1999,16
4543-1,Railroad Tractor Flatbed,1991,236,180,176.0,71.0,1.0,0.03296703296703297,2.4395844121289416,1.4370968083782052,10.0,23.0,0.028409090909090908,0.005681818181818182,0.05113636363636364,0.022727272727272728,0.005681818181818182,1.0,1990-1991,9
4544-1,Car Transport Wagon with Car,1994,236,143,139.0,55.0,1.0,0.0,2.3255767840498134,1.754552067572152,9.0,17.0,0.0,0.007194244604316547,0.03597122302158273,0.03597122302158273,0.007194244604316547,1.0,1994,11
4546-1,Road and Rail Maintenance,1991,236,77,73.0,37.0,1.0,0.05194805194805195,2.430144129236252,1.6817773748974918,9.0,17.0,0.0,0.0136986301369863,0.0684931506849315,0.0958904109589041,0.0136986301369863,1.0,1990-1991,9
4547-1,Club Car,1993,236,293,273.0,54.0,5.0,0.007272727272727273,2.2302104263177176,1.702235542008867,8.0,16.0,0.0,0.040293040293040296,0.08058608058608059,0.05128205128205128,0.018315018315018316,1.0,1992-1993,10
4548431-1,Brick Tub 'Die Lego Show' - Limited Edition,2008,22,701,701.0,78.0,0.0,0.0,1.3720659560693382,2.1210698661828893,15.0,23.0,0.0,0.017118402282453638,0.012838801711840228,0.0028530670470756064,0.0,0.0,2008,25
4549-1,Container Double Stack,1993,236,451,443.0,110.0,2.0,0.0,2.7154072673855367,1.8949383162251674,12.0,29.0,0.03837471783295711,0.009029345372460496,0.04288939051918736,0.07900677200902935,0.004514672686230248,1.0,1992-1993,10
455-1,Lear Jet,1976,412,46,46.0,12.0,0.0,0.0,0.9432722644071203,1.1238637028128664,5.0,5.0,0.0,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.0,0.0,1974-1976,2
4551-1,Crocodile Locomotive,1991,236,314,310.0,75.0,1.0,0.009584664536741214,2.2658633394870034,1.3170194822334529,7.0,24.0,0.012903225806451613,0.03225806451612903,0.03225806451612903,0.05161290322580645,0.0032258064516129032,1.0,1990-1991,9
4552-1,Cargo Crane,1995,236,282,274.0,105.0,2.0,0.0,2.8599224509316272,1.7216148512028973,13.0,29.0,0.07664233576642336,0.0072992700729927005,0.043795620437956206,0.043795620437956206,0.0072992700729927005,1.0,1995,12
45521-1,Computer Science & AI Kit 3-5,2026,507,321,309.0,74.0,4.0,0.0,2.854908879410278,2.3813807432161216,18.0,26.0,0.22006472491909385,0.038834951456310676,0.12944983818770225,0.13915857605177995,0.012944983818770227,1.0,2026,43
45522-1,Computer Science & AI Kit 6-8,2026,507,379,367.0,107.0,4.0,0.0,3.0015871942907033,2.076500852806298,14.0,29.0,0.34877384196185285,0.021798365122615803,0.05994550408719346,0.14986376021798364,0.010899182561307902,1.0,2026,43
4553-1,Train Wash,1999,236,190,182.0,65.0,2.0,0.0,2.616537523822766,1.9169159806269513,13.0,21.0,0.0,0.016483516483516484,0.10989010989010989,0.08241758241758242,0.01098901098901099,1.0,1999,16
4554-1,Metro Station,1991,236,612,579.0,116.0,8.0,0.0034423407917383822,2.4027095115957993,1.654204873588815,14.0,23.0,0.0,0.025906735751295335,0.017271157167530225,0.025906735751295335,0.013816925734024179,1.0,1990-1991,9
45544-1,EV3 Core Set,2013,518,547,547.0,102.0,0.0,0.007259528130671506,2.0663947117562094,1.745920034468119,13.0,14.0,0.9341864716636198,0.0018281535648994515,0.0018281535648994515,0.04753199268738574,0.0,0.0,2013,30
45546-1,Computer Science & AI 3-5 Replacement Pack,2026,507,224,212.0,44.0,4.0,0.0,2.6344063578233503,2.375741827970875,16.0,20.0,0.2358490566037736,0.018867924528301886,0.10377358490566038,0.11320754716981132,0.018867924528301886,1.0,2026,43
45547-1,Computer Science & AI 6-8 Replacement Pack,2026,507,244,232.0,61.0,4.0,0.0,2.6933353543029224,2.1106425860631584,13.0,19.0,0.27586206896551724,0.017241379310344827,0.07758620689655173,0.09482758620689655,0.017241379310344827,1.0,2026,43
4555-1,Cargo Station,1995,236,394,382.0,112.0,3.0,0.017994858611825194,2.610402502113142,1.9455103215333682,13.0,25.0,0.0,0.013089005235602094,0.01832460732984293,0.06806282722513089,0.007853403141361256,1.0,1995,12
45560-1,EV3 Expansion Set,2013,518,856,856.0,133.0,0.0,0.0069605568445475635,2.147068850418319,1.8622190349293648,16.0,18.0,0.9147196261682243,0.0,0.026869158878504672,0.052570093457943924,0.0,0.0,2013,30
4556-1,Train Station,1999,236,240,212.0,65.0,7.0,0.013953488372093023,2.3967717296475404,1.8048295582962148,14.0,20.0,0.0,0.0660377358490566,0.07075471698113207,0.014150943396226415,0.0330188679245283,1.0,1999,16
45570-1,Space Challenge Set,2014,518,1412,1402.0,184.0,2.0,0.0,2.5072086804554288,2.003070191079136,18.0,31.0,0.6825962910128388,0.0028530670470756064,0.012125534950071327,0.0021398002853067048,0.0014265335235378032,1.0,2014,31
4557-1,Freight Loading Station,1999,236,216,208.0,80.0,2.0,0.0,2.494617011732026,1.7765972594708501,13.0,27.0,0.028846153846153848,0.02403846153846154,0.08173076923076923,0.038461538461538464,0.009615384615384616,1.0,1999,16
4558-1,Metroliner,1991,236,789,744.0,113.0,11.0,0.008,2.34376344000533,1.6469616407639722,11.0,24.0,0.0,0.02956989247311828,0.04973118279569892,0.06989247311827956,0.01478494623655914,1.0,1990-1991,9
4559-1,Cargo Railway,1996,236,847,819.0,123.0,7.0,0.006067961165048544,2.4507728545721545,1.466230943830266,14.0,28.0,0.0231990231990232,0.020757020757020756,0.042735042735042736,0.03540903540903541,0.008547008547008548,1.0,1996,13
4560-1,Railway Express,1999,236,668,632.0,116.0,9.0,0.009404388714733543,2.72337019226308,2.148022438130854,18.0,29.0,0.058544303797468354,0.03164556962025317,0.14873417721518986,0.04588607594936709,0.014240506329113924,1.0,1999,16
456-1,Spirit of St. Louis,1977,412,50,50.0,21.0,0.0,0.0,1.6342892104529163,1.1559723936884003,7.0,9.0,0.06,0.02,0.02,0.08,0.0,0.0,1977-1979,3
4561-1,Railway Express with Transformer and Speed Regulator,1999,236,671,635.0,119.0,9.0,0.0093603744149766,2.7262762487718954,2.147248106862453,18.0,29.0,0.05826771653543307,0.031496062992125984,0.14803149606299212,0.050393700787401574,0.014173228346456693,1.0,1999,16
45620-1,Science Kit Year 1-3,2025,507,278,260.0,56.0,6.0,0.0,2.25849662867111,2.4526702841748875,18.0,19.0,0.06153846153846154,0.05384615384615385,0.06923076923076923,0.08461538461538462,0.023076923076923078,1.0,2025,42
4562-1,Creator Box,2004,22,200,200.0,15.0,0.0,0.0,0.36436436499125713,2.033594757655494,8.0,3.0,0.0,0.01,0.16,0.0,0.0,0.0,2004,21
45621-1,Science Kit Year 4-6,2025,507,336,318.0,70.0,6.0,0.0,2.500265768469326,2.4680906119964323,17.0,22.0,0.050314465408805034,0.0440251572327044,0.07547169811320754,0.06289308176100629,0.018867924528301886,1.0,2025,42
45622-1,Science Kit Year 7-9,2025,507,424,412.0,78.0,4.0,0.0,2.678543257990041,2.412181929332082,16.0,23.0,0.14563106796116504,0.043689320388349516,0.03398058252427184,0.055825242718446605,0.009708737864077669,1.0,2025,42
4563-1,Load and Haul Railroad,1991,236,475,463.0,99.0,3.0,0.019067796610169493,2.581200857473417,1.8795959993237235,13.0,22.0,0.0,0.008639308855291577,0.04103671706263499,0.038876889848812095,0.0064794816414686825,1.0,1990-1991,9
4564-1,Freight Rail Runner,1994,236,594,582.0,124.0,3.0,0.0,2.7045199721136735,1.8428291949424498,11.0,29.0,0.06013745704467354,0.006872852233676976,0.020618556701030927,0.054982817869415807,0.005154639175257732,1.0,1994,11
4565-1,Freight and Crane Railway,1996,236,918,906.0,139.0,3.0,0.0033003300330033004,2.734691204026778,1.4840383789967788,11.0,31.0,0.056291390728476824,0.004415011037527594,0.01434878587196468,0.03642384105960265,0.0033112582781456954,1.0,1996,13
45654-1,Replacement Pack for Elementary School,2025,507,350,338.0,43.0,4.0,0.0,2.258202966197917,2.440434630297168,16.0,16.0,0.07100591715976332,0.05325443786982249,0.10059171597633136,0.04142011834319527,0.011834319526627219,1.0,2025,42
45655-1,Replacement Pack for Middle School,2025,507,381,369.0,61.0,4.0,0.0,2.5238822140827293,2.3569205716831365,15.0,18.0,0.13008130081300814,0.016260162601626018,0.04336043360433604,0.02168021680216802,0.01084010840108401,1.0,2025,42
45678-1,SPIKE Prime,2020,509,532,524.0,94.0,2.0,0.016885553470919325,2.3785082327206926,1.94371261507172,13.0,27.0,0.7767175572519084,0.02099236641221374,0.003816793893129771,0.05725190839694656,0.003816793893129771,1.0,2020,37
45680-1,SPIKE Prime Expansion Set,2020,509,603,603.0,89.0,0.0,0.01309328968903437,2.0946427805551826,2.0329703217560864,13.0,21.0,0.9021558872305141,0.0,0.003316749585406302,0.028192371475953566,0.0,0.0,2020,37
45681-1,SPIKE Prime Expansion Set (v2),2021,509,604,604.0,90.0,0.0,0.0,2.0967748623837723,2.0349093480988434,13.0,21.0,0.902317880794702,0.0,0.0033112582781456954,0.029801324503311258,0.0,0.0,2021,38
4579-1,Ice Ramp Racers,2001,112,112,112.0,44.0,0.0,0.017543859649122806,2.8237242941877656,2.1062511772600923,13.0,21.0,0.17857142857142858,0.0625,0.08928571428571429,0.13392857142857142,0.0,0.0,2001,18
45800-1,FLL WORLD Class: Learning Unleashed Challenge Kit,2014,398,2098,2090.0,203.0,2.0,0.0019102196752626551,2.5508220920417966,2.0536360284255406,22.0,32.0,0.6325358851674641,0.003827751196172249,0.005741626794258373,0.0028708133971291866,0.0009569377990430622,1.0,2014,31
45801-1,TRASH TREK Challenge Kit,2015,398,1990,1982.0,192.0,2.0,0.0,2.607510089074967,1.9554892580227636,20.0,35.0,0.5560040363269425,0.0020181634712411706,0.009081735620585268,0.0,0.0010090817356205853,1.0,2015,32
45802-1,ANIMAL ALLIES Challenge Kit,2016,398,2167,2159.0,213.0,2.0,0.0,2.5751769220217424,2.1262804098437265,18.0,33.0,0.5933302454840204,0.02176933765632237,0.002779064381658175,0.0018527095877721167,0.0009263547938860583,1.0,2016,33
45803-1,Creature Craze Inspire Set,2016,398,81,81.0,38.0,0.0,0.03571428571428571,2.37280016174708,1.8082107727334504,9.0,17.0,0.2839506172839506,0.024691358024691357,0.0,0.0,0.0,0.0,2016,33
45804-1,HYDRO DYNAMICS Challenge Kit,2017,398,2052,2048.0,233.0,1.0,0.0,2.805172675926234,2.2508483335365828,24.0,40.0,0.4599609375,0.005859375,0.0341796875,0.0029296875,0.00048828125,1.0,2017,34
45805-1,AQUA ADVENTURE Inspire Set,2017,398,710,710.0,137.0,0.0,0.0,2.3450172027158867,2.8422336327931514,29.0,36.0,0.06056338028169014,0.022535211267605635,0.12394366197183099,0.011267605633802818,0.0,0.0,2017,34
